customer_id,loan_id,name,age,state,income_bracket,credit_score_band,score,grade,term_months,origination_date,apr,loan_amount,sheduled_payments,scheduled_payments,vintage_month
a006bb67-6fb1-43ed-a2ca-647d7e7c28a7,L1140,Shannon Soto,64,Illinois,60k-90k,Good,703,C,36,2024-05-20,0.139,11000,375.42,375.42,2024-05-01
a2f9d038-2032-4b32-bfa8-2e545c12cd34,L1141,Joseph Smith,46,Iowa,30k-60k,Excellent,846,A,36,2024-08-30,0.075,32000,995.4,995.4,2024-08-01
33c2d6b4-3528-4d0f-8d28-a1ebe09476c5,L1142,Tina Boyle,35,Michigan,30k-60k,Good,679,D,36,2023-07-01,0.178,33500,1207.75,1207.75,2023-07-01
f35bef6d-6a66-4a0f-b484-41286cd1bb8c,L1143,Gabriel Rubio,83,Maryland,90k+,Very Good,786,A,36,2024-02-12,0.075,12500,388.83,388.83,2024-02-01
463579b1-a85b-4e71-90b7-83d50b37b373,L1144,Erik Anderson,81,Nevada,90k+,Excellent,804,A,36,2024-11-23,0.075,11500,357.72,357.72,2024-11-01
1f604051-597b-4d82-b06a-21b93896ffc1,L1145,Ronnie Price,29,Ohio,<30k,Very Good,797,A,36,2024-02-11,0.075,4000,124.42,124.42,2024-02-01
e37855d2-6f4d-4860-a3b5-5ce38a9bfc2f,L1146,Jon Garcia,24,Vermont,30k-60k,Excellent,801,A,36,2023-06-05,0.075,4500,139.98,139.98,2023-06-01
e37855d2-6f4d-4860-a3b5-5ce38a9bfc2f,L1147,Jon Garcia,24,Vermont,30k-60k,Excellent,801,A,36,2023-01-27,0.075,25000,777.66,777.66,2023-01-01
e218ae9e-fdf1-4750-8026-587581fb7d77,L1148,Kathleen Sanders,32,Montana,30k-60k,Excellent,832,A,36,2024-12-13,0.075,19500,606.57,606.57,2024-12-01
27199ebf-f4d0-45fa-a854-96947db39bce,L1149,Tyler Ortiz,37,Oregon,30k-60k,Very Good,780,A,36,2023-09-05,0.075,14500,451.04,451.04,2023-09-01
27199ebf-f4d0-45fa-a854-96947db39bce,L1150,Tyler Ortiz,37,Oregon,30k-60k,Very Good,780,A,36,2024-03-31,0.075,29500,917.63,917.63,2024-03-01
27199ebf-f4d0-45fa-a854-96947db39bce,L1151,Tyler Ortiz,37,Oregon,30k-60k,Very Good,780,A,36,2023-06-10,0.075,17500,544.36,544.36,2023-06-01
