customer_id,name,age,state,income_bracket,credit_score_band,score,grade
6c6fd365-a54e-410d-bc98-3b844a4ddd78,Michele Dennis,66,Hawaii,<30k,Good,716,C
42f7d3a6-c3d8-469e-9fe8-bc0d48f99229,Stephanie Hahn,52,North Carolina,<30k,Good,710,C
a068231a-7335-4006-a11a-e9c6d31acfc7,Kayla Rogers,99,Louisiana,30k-60k,Good,724,B
7a1a10bf-2b6d-4467-ac22-a53067bda9cd,Abigail Spence,89,Rhode Island,<30k,Fair,601,F
dbcc0aff-d368-46be-837f-90e539e20eb3,Jeff Smith,46,Ohio,30k-60k,Excellent,800,A
588a91fd-1366-48f6-881a-28b542a07953,Eugene Rodriguez,59,Minnesota,<30k,Good,710,C
85e33c3c-ce1d-4d4c-8aaf-8117bcd611ac,Sherry Smith,25,Kentucky,30k-60k,Excellent,815,A
2c794f1a-c14c-43f5-9781-6e1edb431f71,Jeffery Jackson,47,Rhode Island,30k-60k,Poor,413,G
f750717a-7a8d-4d2d-be8e-b7de25294228,Laura Stevens,22,Maine,<30k,Good,725,B
b09b38d6-81f8-4158-b318-02e270573815,Gail Singh,58,Minnesota,30k-60k,Good,705,C
272c9a38-b036-4fc0-8abf-9ab0b44865cf,Jacob Long,69,South Dakota,60k-90k,Good,716,C
31ac3205-f1cc-42b6-9492-ac6ab4af9aac,Dana Baker,52,New Hampshire,<30k,Good,687,D
6c4ff21e-c62a-4b02-a01a-4788cdc74187,Larry Montgomery,26,Arkansas,<30k,Very Good,783,A
4ff1bb99-d55b-44c6-8291-0c326cb301a8,Heather Lopez,45,Delaware,60k-90k,Very Good,786,A
13971f7c-ae28-4a3f-b46e-f744f76402ab,Christina Rivera,90,Wyoming,30k-60k,Good,712,C
ccc2addc-a9a8-4d89-a7f9-916316970914,Jerome Jordan,58,South Dakota,60k-90k,Good,731,B
75977e2e-36ce-4032-8a38-0c8a84129807,Jennifer Roy,45,Missouri,30k-60k,Good,729,B
8d05fee4-c779-4c50-a269-ff9b5fa22608,Dr. Jessica Hunter,81,Michigan,60k-90k,Very Good,768,A
760db967-6910-4ebd-8529-bc10aa825c9b,Roy Gardner,68,Rhode Island,<30k,Good,715,C
a07d19cf-bdbc-47cf-80b9-0bdeb23ef761,Andrew Giles,76,Missouri,60k-90k,Fair,619,F
48b3dae4-e67f-457b-9271-3517727971f3,Debra Robertson,36,New Hampshire,30k-60k,Very Good,771,A
3edbccc4-3065-4a08-893b-09c972ae65dd,Amber Gibson,51,Connecticut,60k-90k,Excellent,835,A
104f4d88-c035-42d3-9d94-a9a9dd84f20e,Trevor Davis,35,Missouri,90k+,Excellent,806,A
a5198798-cd61-4348-942f-e989b66375c6,Susan Watson,49,Maryland,30k-60k,Very Good,751,B
dc5b5943-0f45-4180-8871-a0fdd105585b,Lacey Hall,89,Alaska,30k-60k,Very Good,781,A
211c86ef-c2a9-441e-a072-50b443b7d5f8,Mrs. Jo Myers,86,North Carolina,60k-90k,Very Good,778,A
fd9ae4a1-c08c-4777-8821-b4e007a89c28,Brian Ibarra,51,Ohio,<30k,Excellent,805,A
a6ad522a-fa18-4f7b-b5af-49d53be20298,Joel Lynch DVM,92,Wisconsin,90k+,Good,705,C
7f602a34-f97e-4d85-b810-eed28025f571,Kelly Krueger,72,Nebraska,90k+,Good,687,D
b7e62884-f73f-474d-af52-b40f4b6bde03,Mr. Marc Blair Jr.,92,South Carolina,30k-60k,Excellent,834,A
a310d282-136f-41f9-bdd7-78564fe8062a,Jennifer Moreno,69,Alabama,90k+,Good,695,C
a006bb67-6fb1-43ed-a2ca-647d7e7c28a7,Shannon Soto,64,Illinois,60k-90k,Good,703,C
a2f9d038-2032-4b32-bfa8-2e545c12cd34,Joseph Smith,46,Iowa,30k-60k,Excellent,846,A
33c2d6b4-3528-4d0f-8d28-a1ebe09476c5,Tina Boyle,35,Michigan,30k-60k,Good,679,D
f35bef6d-6a66-4a0f-b484-41286cd1bb8c,Gabriel Rubio,83,Maryland,90k+,Very Good,786,A
463579b1-a85b-4e71-90b7-83d50b37b373,Erik Anderson,81,Nevada,90k+,Excellent,804,A
1f604051-597b-4d82-b06a-21b93896ffc1,Ronnie Price,29,Ohio,<30k,Very Good,797,A
e37855d2-6f4d-4860-a3b5-5ce38a9bfc2f,Jon Garcia,24,Vermont,30k-60k,Excellent,801,A
e218ae9e-fdf1-4750-8026-587581fb7d77,Kathleen Sanders,32,Montana,30k-60k,Excellent,832,A
27199ebf-f4d0-45fa-a854-96947db39bce,Tyler Ortiz,37,Oregon,30k-60k,Very Good,780,A
e84f44f4-a20c-4979-9d64-1e1ada4fca96,Brittany Patterson,98,North Dakota,60k-90k,Very Good,741,B
31de6d05-758d-4600-a7b3-95b51ded9672,Steven Hernandez,38,Vermont,<30k,Very Good,792,A
41627eca-aec0-4a19-ac59-5e1aa84ae3de,Benjamin Kim,72,Tennessee,90k+,Very Good,777,A
558c04b7-71f8-44cc-82b1-b33d174cd20b,Rose Hamilton,94,Iowa,30k-60k,Very Good,777,A
5a2bae54-07ab-4515-bd16-158b7cdc7cf2,Jessica Holloway,26,Alaska,<30k,Very Good,765,A
d8abae30-e96d-49b8-8e34-eed97ce1f5ec,Richard Estrada,67,Missouri,90k+,Good,697,C
6ad65bd3-621a-4f3c-aae3-e56528d3e754,Christopher Buchanan,66,Nevada,90k+,Excellent,802,A
8a0321ba-8422-45f2-afb8-ed11387b9354,Stephanie Garcia,94,West Virginia,90k+,Fair,650,E
fa9860b5-ab54-4a2a-a448-3cbfb7243d3c,Katherine Medina,77,Maryland,90k+,Excellent,816,A
af03c9cb-b7b3-4e0f-9e53-c184218cce29,Robert Wilson,85,West Virginia,60k-90k,Excellent,834,A
5e53b1b8-f148-4eeb-9e5c-1a8ca4898803,Jordan Savage,50,Mississippi,90k+,Good,739,B
92f7eb1f-1854-4cda-83a2-c652a39b310b,Amanda Freeman,88,New Hampshire,90k+,Very Good,770,A
3b8ab380-55e1-43b0-9f52-2e58b029b543,Emily Dunn,19,Iowa,90k+,Fair,663,D
f7237e59-c698-4129-82d1-bf110aff7ccc,Michael Woods,32,Mississippi,<30k,Excellent,849,A
eee1cdf0-6f75-4530-90f1-f68c8da04a5f,Margaret Mathews,86,California,90k+,Good,689,D
76460451-74a0-45cb-bf2e-db838f999008,Alicia Smith,52,Kansas,<30k,Very Good,763,A
990efbe8-fc53-4213-80bd-5b2fc6b2145c,Jacob Summers,61,Alaska,<30k,Very Good,765,A
b970e418-b9ce-491d-903f-1df35838a63a,Katherine Madden,32,Hawaii,30k-60k,Good,698,C
2285af68-605e-417a-8955-cd6fe7b3465a,Douglas Davenport,55,Alabama,90k+,Excellent,849,A
213c9f92-9fe0-4f15-8cb4-47a3e7f07673,Elizabeth Singh,73,Indiana,90k+,Good,707,C
e10fd066-26f0-430f-803e-c1995030c3c9,Kevin Davis,38,Florida,60k-90k,Fair,597,G
61bfb4e0-5aa7-47d3-9310-fdae08982307,Christopher Ferguson,76,Massachusetts,<30k,Fair,639,E
b8676886-a73f-44e6-b6f7-35235bb5dbdd,Jane Mason,18,Kansas,<30k,Good,734,B
e6930f91-a505-476b-bff9-661391b84287,Hannah Blankenship,51,North Dakota,60k-90k,Very Good,772,A
597548e0-a09e-489f-bac9-85ada1f33474,Charles Nguyen,82,North Carolina,<30k,Very Good,745,B
84b067b6-7a2a-479f-ab32-2132fcc106f3,Mark Jones,40,Wisconsin,90k+,Very Good,765,A
2ad38c03-2e9c-4bb0-969b-12a10e99d0d9,Timothy Miller,82,New York,<30k,Good,716,C
2e073c52-bb66-493a-8a90-daaf38fac39d,Audrey Mcclure,31,Ohio,30k-60k,Poor,557,G
b91da25f-feb4-46ba-981c-099147c960b2,Kaylee Stevens,98,North Dakota,<30k,Good,671,D
3ac1cb04-d022-4462-88ef-ea5cc431cf4a,Jason Johnson,56,Kansas,90k+,Poor,422,G
38bc0587-8f43-44cf-b9b3-d6826ec2c7a9,Kenneth Stewart,99,South Carolina,30k-60k,Good,691,C
5bae4ecd-db5c-4d97-87e1-16779be5ef3c,Andrew Miller,82,Nevada,30k-60k,Fair,645,E
340483ab-975e-4325-87d4-5a88449c9422,Joseph Rose,95,North Carolina,<30k,Good,687,D
1429212c-ff0c-4a41-a056-09fc9e623c9f,Nicholas Tran,43,Texas,90k+,Very Good,768,A
a002f65b-cea9-4c54-9c8b-4301b57d80c4,Michael Robinson,37,Hawaii,90k+,Very Good,750,B
25146671-5ef5-47e7-bcf4-8302c9fc19dd,Carol Foster,65,Maine,30k-60k,Fair,602,F
52f641e8-93d2-411c-b5a2-2c55bccf5867,Emily Chandler,38,Maryland,60k-90k,Excellent,836,A
cb7bd4c7-84c6-418b-9877-96b65e306c8b,Michael Bishop,87,New York,30k-60k,Excellent,836,A
9f50bac2-c2d4-463f-b1d4-144ff69984fd,Julie Williams,85,Iowa,<30k,Good,688,D
e1fe80b0-d398-4775-a7f5-44cb8694944e,Angela Mayer,18,Florida,90k+,Good,731,B
d2ff4851-2ccf-43b6-96d2-d84d4f0ff8f3,Christopher Warren,94,Connecticut,90k+,Fair,625,F
995caf88-e706-499d-9229-bb6ae4d0642d,Austin Gonzalez,59,Delaware,90k+,Fair,585,G
4f1a657b-6909-42bc-90d3-37e9da48bc31,Brenda Lewis,80,Indiana,30k-60k,Very Good,754,B
1b89ae79-837b-4c2e-bace-eab2d7264b00,Michael Oconnor,20,Delaware,90k+,Very Good,788,A
9c30a1dd-e686-4785-8041-49bdfcfae7f0,Nicole Smith,32,North Carolina,90k+,Excellent,831,A
a26b4dc8-18f8-4b8b-b9c1-5f14c953d0e6,John Cardenas,64,Wyoming,30k-60k,Good,699,C
92b3f3ee-31f9-41e7-950f-c8fb5655d857,John Gilmore,57,Nebraska,<30k,Excellent,804,A
c45258da-3a53-42d2-89b1-a67b57bd04b3,Louis Gillespie,48,West Virginia,90k+,Good,703,C
83569a32-7be3-4433-ad0d-51957ed9887e,Ian Lynch,25,Idaho,<30k,Excellent,823,A
eb803a4e-315c-452f-9530-c7f093b49f47,Patrick Wiley,48,Nevada,60k-90k,Good,699,C
ccbe9315-8e7c-465c-8b4e-42befa17f8ee,Garrett Clay,90,Minnesota,60k-90k,Fair,585,G
9fb879fc-2e9f-4288-90ca-c12b83ea58aa,Glenn Jones,28,Texas,30k-60k,Excellent,842,A
4c570c65-db07-4077-aa8e-f25a31cc50dc,David Garcia,28,Pennsylvania,90k+,Excellent,813,A
32cccdf5-d11d-4700-89b0-885bc2cb8a78,Nicholas Valdez,80,Rhode Island,60k-90k,Fair,646,E
d4f0aafe-1d3d-47b8-9700-9c5b18760c61,Randy Frey,26,Maine,<30k,Excellent,850,A
c659b1e2-d18a-489b-b840-732eca9ace21,Timothy Rogers,86,Idaho,30k-60k,Fair,626,F
8c12865a-ae4a-422f-a6f9-d04530af2902,Kenneth Rhodes,34,Pennsylvania,30k-60k,Excellent,824,A
9fe90c94-66a5-48dc-b1d2-4e561a087489,Patricia Estrada,34,New Jersey,<30k,Good,730,B
f1144377-f93d-4ec4-8586-d4e14ca9db0d,Robert Gonzalez,78,Utah,30k-60k,Fair,638,E
75fdf2c5-e59c-4b0a-ac99-ea1909f7cfe2,Sarah Marshall,88,Pennsylvania,60k-90k,Excellent,802,A
20cdd425-16cb-4e26-af61-1df1890835da,John Walker,39,Alaska,30k-60k,Excellent,802,A
a0c0a0e0-0bb8-464c-b774-5cfafc26b6e0,Christopher Luna,51,Georgia,30k-60k,Very Good,781,A
67338a10-17d6-49ba-aa4d-25516cc323c0,Charles Bowman,85,Indiana,60k-90k,Excellent,820,A
776825b7-1c15-4473-bceb-344ebb6869f6,Amanda Oneal,95,Arizona,30k-60k,Good,683,D
80a4b9f0-bb61-4fcc-acdb-23e1393ca8f2,April Hicks,72,New Mexico,60k-90k,Very Good,785,A
3b1add53-e7f5-466b-bfe8-754158e267b6,Jose Moore,45,Arizona,30k-60k,Good,736,B
5684a4e6-b6ac-4b66-8d18-06505509bd29,Hannah Foster,87,Georgia,60k-90k,Good,705,C
831796d5-76bb-4d45-86d3-88b00a773699,Jasmine Blevins DVM,43,Oregon,90k+,Good,703,C
7deeedf9-5541-431f-a3f6-793c012d628b,Beth Le,57,Massachusetts,30k-60k,Good,739,B
297151d2-bb3c-4717-b97a-f1694b78a443,Richard Guerrero,69,West Virginia,60k-90k,Fair,652,E
2fd42ea6-b095-4a65-b2da-54f0739ca925,Cynthia Cole,65,California,60k-90k,Fair,602,F
a2a3e7c3-892f-4ca2-a4c4-f43b0cf2a714,Amanda Barry,74,Virginia,60k-90k,Excellent,824,A
f172d2e2-17f3-4edb-a0f8-de8c364784fa,Jose Gardner,84,South Carolina,30k-60k,Very Good,781,A
f962a64f-7d53-4bea-a36a-3cc6b8fb41d9,Miguel Barajas,75,California,60k-90k,Poor,493,G
c0866f98-b260-4379-8f3e-25e42b122744,Jessica Hardy,33,Montana,60k-90k,Very Good,763,A
d2c14f19-3113-4fc2-af6f-c1e56bc1c59f,Jennifer Noble,49,North Dakota,<30k,Very Good,777,A
b148b07c-66cf-40ba-bae5-d7b5dfc2a81c,Nicole Carrillo,46,Wisconsin,<30k,Excellent,841,A
2cd273b8-bb80-4b38-85d3-42c3482c09b5,Chad Lewis MD,26,Nevada,<30k,Excellent,804,A
351fd164-91db-4edf-ab47-ca04eeb9195d,Justin King,61,Idaho,90k+,Good,736,B
39f2c9e6-1237-4e51-a55c-d279b7eeb688,Emma Miller,20,Alaska,<30k,Fair,612,F
48925bf5-8161-4cfd-a7bc-241721852349,Audrey Scott,93,Indiana,<30k,Very Good,764,A
21b38432-4f68-4df6-91e8-886caeb9bd28,Charles Moore,88,Connecticut,60k-90k,Good,698,C
b88ee584-44c9-4e40-9082-aac63ebf62fc,Dr. Susan Moore,47,Wisconsin,30k-60k,Very Good,773,A
02d02712-75ca-43f7-abfd-614c11f729ff,Scott Acosta,93,Pennsylvania,30k-60k,Excellent,825,A
bcc2e653-a160-42f7-bd71-ddffa7c8cf17,Robert Torres,46,Alaska,90k+,Good,715,C
aac124e4-7106-4aec-818c-99d55361f50e,Joshua Estes,18,Nebraska,60k-90k,Poor,476,G
6fc5cf31-4b35-4951-add8-b40929338057,Michael Mcintosh DDS,27,Washington,60k-90k,Good,732,B
f6eb77f5-c1ed-454e-9c7c-ecf07661818b,Nathaniel Hall,98,Illinois,60k-90k,Very Good,790,A
f378e7d0-eab8-406f-b8fe-75c3b7bfb403,Brandon Walker,25,Illinois,60k-90k,Very Good,770,A
f59843ab-09eb-4beb-980b-ea070b527e22,Shannon Chan,47,Rhode Island,90k+,Very Good,796,A
8d445503-0c36-4a0e-b243-6b60c3b807a4,Julie Thomas,26,West Virginia,60k-90k,Fair,657,E
1c357cb2-189d-48fe-94e7-a2edfa1594ed,Teresa Brown,22,Hawaii,90k+,Excellent,800,A
151aeb36-3496-4053-9d31-a40d4f78afb8,Jose Wilson,60,Nebraska,60k-90k,Good,734,B
c80266f3-1fda-4216-b1bf-d46075f6b473,William Mooney,27,Maryland,90k+,Excellent,808,A
a0517c80-59ac-4a2f-9eb2-981b01111746,Julie Simpson,83,Oklahoma,30k-60k,Very Good,768,A
7cb7f758-dbed-44a2-ae80-079336f734fb,Stephanie Garcia,48,Wisconsin,60k-90k,Very Good,750,B
493122f0-c271-43f4-aa3a-dadc6d207853,Jennifer Blanchard,53,Arizona,<30k,Very Good,754,B
cd4df7b1-dd7c-4e93-a0fd-377d8d6abc56,Terri Clark,80,Kentucky,30k-60k,Excellent,804,A
5cbb441e-03af-421f-85c1-ac0314b6b621,Jose Harvey,45,Georgia,<30k,Good,735,B
c91067ce-e9cb-42d9-aad1-4f83ad7ccf01,Courtney Lee,87,Wyoming,30k-60k,Excellent,841,A
01e8d1c3-5805-48c2-b275-f46a56d70ac8,Raymond Kim,34,Delaware,90k+,Excellent,817,A
468292e4-82e7-478d-87db-bed093761036,Kelly Martinez,91,Nebraska,30k-60k,Very Good,753,B
6cb77588-0c85-4379-a7a9-cf73c0be3b8e,Andrew Smith,91,Massachusetts,90k+,Good,689,D
c0159442-49dc-426b-8362-c461256b421b,Michael Allen,78,New Jersey,60k-90k,Good,693,C
23bd48f1-646d-49f4-b616-4e3c3e78c2be,Sara Brown,49,Virginia,<30k,Very Good,750,B
1afabbfb-cce4-4093-a7cb-0d96870b4fe7,Ann Bailey,78,Illinois,30k-60k,Very Good,763,A
68b7305e-f3ff-420d-a9ea-a8063b4f7930,John Cannon,70,Georgia,90k+,Very Good,778,A
07241866-4baa-445e-9198-5e82e2d36b0a,Victoria Jackson,42,Virginia,90k+,Fair,595,G
de150dd2-dcef-44de-aac9-0c8cf1a71958,Megan Cunningham,30,Indiana,90k+,Very Good,782,A
1e9df33f-7542-45a4-b012-1c2a1a1d64dc,Terry Mays,30,Ohio,<30k,Very Good,754,B
88edfe17-e154-4ab1-a198-c63b664793c6,Jeffrey Savage,73,Rhode Island,<30k,Poor,512,G
c9711987-00fd-41d4-9670-f42dd79acdda,Christopher Wells,63,Maine,60k-90k,Good,712,C
6a581992-e8d4-4d96-852e-f592ff99931a,Rodney Johnson,72,Wyoming,90k+,Very Good,786,A
842dd30b-aea1-42ce-bcce-6400c8f9df60,Edward Osborne,70,Arkansas,<30k,Good,684,D
8ab79115-5ece-4e31-a3d1-8edc7ad88a58,Cindy Cox,77,Massachusetts,30k-60k,Very Good,770,A
518366ca-c636-4b1f-b300-f7d051367eef,Nicole Coleman,24,North Carolina,90k+,Very Good,783,A
3909fc11-0835-4408-b0cc-17f11e3a0129,Ashley Peterson,30,Utah,90k+,Good,731,B
a809be2b-2352-418f-8c88-a6cb81d21666,Stephen Ayala,25,Hawaii,<30k,Good,731,B
9075cc7c-83f6-4dad-9fdf-78b973e68857,Ross Sullivan,69,Washington,90k+,Fair,606,F
d0eeb6fb-dca8-4faa-a5f0-c224e065818e,Stephen Fleming,61,South Carolina,60k-90k,Very Good,777,A
068d1a6a-c78d-4688-9b17-48c8712f0eeb,Danny May,31,Massachusetts,60k-90k,Good,690,C
0f27694b-5524-4abf-9b96-cd6f05afe56c,Kellie Smith,49,Alaska,90k+,Good,722,B
530a6039-8268-4cad-af06-cebb3ab50d81,Marcus Walker,42,Alabama,<30k,Excellent,801,A
9f2e3bb7-fc3e-4803-bb53-004ae2b7d5c4,Shannon Hendricks MD,42,Michigan,90k+,Fair,611,F
da11130d-904b-489c-8f13-5621d423cd72,Richard Morris,86,Arkansas,90k+,Good,675,D
8d63a4eb-8780-4053-835b-6ac309e6a8e3,Richard Williams,75,Wyoming,60k-90k,Fair,596,G
940a0ac3-87a3-4f5f-819e-3119b7da3b0e,Lisa English,35,Wyoming,30k-60k,Good,690,C
